URL,Type,Source,QA result,Natural language,Intent,Unique value,Local accuracy,Entity accuracy,CTA,Internal links,Notes
/blog/macbook-cycle-count-เท่าไหร่ถึงราคาตก/,Blog,src/content/blog/macbook-cycle-count-เท่าไหร่ถึงราคาตก.md,PASS,natural_thai_ok,clear,has_sections:ข้อมูลประกอบบทความ/ลิงก์และบทความที่เกี่ยวข้อง,n/a,accurate,present,present(3),spot-check ok
/blog/macbook-คีย์บอร์ดเสีย-ขายได้ไหม/,Blog,src/content/blog/macbook-คีย์บอร์ดเสีย-ขายได้ไหม.md,PASS,natural_thai_ok,clear,has_sections:ข้อมูลประกอบบทความ/ลิงก์และบทความที่เกี่ยวข้อง,n/a,accurate,present,present(3),spot-check ok
/blog/macbook-จอร้าว-ขายได้ไหม/,Blog,src/content/blog/macbook-จอร้าว-ขายได้ไหม.md,PASS_WITH_WARNING,natural_thai_ok,clear,has_sections:ร้านรับซื้อมักดู/สรุป,n/a,accurate,present,weak,internal_links_weak; thin_body
/blog/macbook-ชาร์จไม่เข้า-ขายได้ไหม/,Blog,src/content/blog/macbook-ชาร์จไม่เข้า-ขายได้ไหม.md,PASS,natural_thai_ok,clear,has_sections:ข้อมูลประกอบบทความ/ลิงก์และบทความที่เกี่ยวข้อง,n/a,accurate,present,present(3),spot-check ok
/blog/macbook-ติด-mdm-ขายได้ไหม/,Blog,src/content/blog/macbook-ติด-mdm-ขายได้ไหม.md,PASS_WITH_WARNING,natural_thai_ok,clear,has_sections:ควรทำอะไรบ้าง/สรุป,n/a,accurate,present,weak,internal_links_weak; thin_body
/blog/macbook-แบตบวม-ขายได้ไหม/,Blog,src/content/blog/macbook-แบตบวม-ขายได้ไหม.md,PASS,natural_thai_ok,clear,has_sections:ข้อมูลประกอบบทความ/ลิงก์และบทความที่เกี่ยวข้อง,n/a,accurate,present,present(3),spot-check ok
/blog/macbook-ไม่มีที่ชาร์จ-ขายได้ไหม/,Blog,src/content/blog/macbook-ไม่มีที่ชาร์จ-ขายได้ไหม.md,PASS_WITH_WARNING,natural_thai_ok,clear,limited_unique,n/a,accurate,present,weak,internal_links_weak; thin_body
/blog/ram-8gb-กับ-16gb-มีผลต่อราคารับซื้อไหม/,Blog,src/content/blog/ram-8gb-กับ-16gb-มีผลต่อราคารับซื้อไหม.md,PASS,natural_thai_ok,clear,has_sections:ทำไม RAM ถึงมีผล/สิ่งที่ร้านดูร่วมกัน,n/a,accurate,present,present(2),spot-check ok
/blog/ssd-256gb-512gb-1tb-มีผลต่อราคาอย่างไร/,Blog,src/content/blog/ssd-256gb-512gb-1tb-มีผลต่อราคาอย่างไร.md,PASS,natural_thai_ok,clear,has_sections:ความจุ SSD สะท้อนอะไร/แต่ละความจุมีภาพแบบไหน,n/a,accurate,present,present(1),spot-check ok
/blog/ssd-เสียขายได้ไหม/,Blog,src/content/blog/ssd-เสียขายได้ไหม.md,PASS,natural_thai_ok,clear,has_sections:SSD เสียคืออะไร/ทำไมถึงกระทบการขาย,n/a,accurate,present,present(4),spot-check ok
/blog/ขายโน๊ตบุ๊ค-ไม่มีกล่อง-ไม่มีใบเสร็จ/,Blog,src/content/blog/ขายโน๊ตบุ๊ค-ไม่มีกล่อง-ไม่มีใบเสร็จ.md,PASS,natural_thai_ok,clear,has_sections:ทำไมกล่องกับใบเสร็จถึง “ไม่สำคัญเท่าที่คิด”/ควรส่งอะไรแทนเมื่อไม่มีกล่อง/ใบเสร็จ,n/a,accurate,present,present(2),spot-check ok
/blog/ขายโน๊ตบุ๊คนักศึกษา-ต้องล้างข้อมูลอะไรบ้าง/,Blog,src/content/blog/ขายโน๊ตบุ๊คนักศึกษา-ต้องล้างข้อมูลอะไรบ้าง.md,PASS,natural_thai_ok,clear,has_sections:รายการที่ควรเช็กก่อน/ถ้ายังไม่พร้อมล้างเครื่องอย่างรวดเร็ว,n/a,accurate,present,present(2),spot-check ok
/blog/ขายโน๊ตบุ๊คบริษัท-ต้องเตรียมอะไร/,Blog,src/content/blog/ขายโน๊ตบุ๊คบริษัท-ต้องเตรียมอะไร.md,PASS,natural_thai_ok,clear,has_sections:สิ่งที่ควรเตรียมก่อน/ทำไมการขายโน๊ตบุ๊คบริษัทถึงต่างจากเครื่องส่วนตัว,n/a,accurate,present,present(3),spot-check ok
/blog/ขายโน๊ตบุ๊คมี-asset-tag-ได้ไหม/,Blog,src/content/blog/ขายโน๊ตบุ๊คมี-asset-tag-ได้ไหม.md,PASS,natural_thai_ok,clear,has_sections:Asset Tag คืออะไรในมุมผู้รับซื้อ/ควรแจ้งอะไรบ้าง,n/a,accurate,present,present(2),spot-check ok
/blog/ขายโน๊ตบุ๊คไม่มีกล่อง-ไม่มีที่ชาร์จ-ไม่มีใบเสร็จ-พร้อมกันได้ไหม/,Blog,src/content/blog/ขายโน๊ตบุ๊คไม่มีกล่อง-ไม่มีที่ชาร์จ-ไม่มีใบเสร็จ-พร้อมกันได้ไหม.md,PASS,natural_thai_ok,clear,has_sections:อะไรสำคัญที่สุดในสามอย่างนี้/ถ้าไม่มีทั้งสามอย่าง ควรส่งอะไรแทน,n/a,accurate,present,present(2),spot-check ok
/blog/เช็คลิสต์ถ่ายรูปโน๊ตบุ๊คก่อนส่งประเมินราคา/,Blog,src/content/blog/เช็คลิสต์ถ่ายรูปโน๊ตบุ๊คก่อนส่งประเมินราคา.md,PASS,natural_thai_ok,clear,has_sections:ชุดรูปมาตรฐาน (แนะนำ 6–10 รูป)/ถ้ามีปัญหา “ต้องเน้นรูปเพิ่ม”,n/a,accurate,present,present(4),spot-check ok
/blog/โน๊ตบุ๊ค-hdmi-เสียขายได้ไหม/,Blog,src/content/blog/โน๊ตบุ๊ค-hdmi-เสียขายได้ไหม.md,PASS,natural_thai_ok,clear,has_sections:HDMI เสียหมายถึงอะไร/ทำไมร้านถึงถามละเอียด,n/a,accurate,present,present(3),spot-check ok
/รับซื้อโน๊ตบุ๊ค/กาญจนบุรี/,Province,src/content/locations/กาญจนบุรี.md,PASS,natural_thai_ok,clear,has_sections:กาญจนบุรี: ช่องทางรับซื้อโน๊ตบุ๊คผ่านไลน์ @webuy/สาขาหรือแค่พื้นที่บริการ,accurate,accurate,present,present(2),spot-check ok
/รับซื้อโน๊ตบุ๊ค/กาฬสินธุ์/,Province,src/content/locations/กาฬสินธุ์.md,PASS_WITH_WARNING,natural_thai_ok,clear,has_sections:ขายโน๊ตบุ๊คในกาฬสินธุ์ — เริ่มจากประเมินออนไลน์/สาขาหรือแค่พื้นที่บริการ,accurate,accurate,present,present(5),gate:missing_storefront_clarity
/รับซื้อโน๊ตบุ๊ค/กำแพงเพชร/,Province,src/content/locations/กำแพงเพชร.md,PASS_WITH_WARNING,natural_thai_ok,clear,has_sections:รับซื้อโน๊ตบุ๊คกำแพงเพชร/สาขาหรือแค่พื้นที่บริการ,accurate,accurate,present,weak,internal_links_weak; gate:missing_storefront_clarity
/รับซื้อโน๊ตบุ๊ค/ใกล้ฉัน/,District/location,src/content/locations/ใกล้ฉัน.md,PASS,natural_thai_ok,clear,has_sections:รับซื้อโน๊ตบุ๊คใกล้ฉัน/สาขาหรือแค่พื้นที่บริการ,accurate,accurate,present,present(4),spot-check ok
/รับซื้อโน๊ตบุ๊ค/จันทบุรี/,Province,src/content/locations/จันทบุรี.md,PASS_WITH_WARNING,natural_thai_ok,clear,has_sections:รับซื้อโน๊ตบุ๊คจันทบุรี/ขอบเขตบริการในพื้นที่นี้,accurate,accurate,present,present(3),gate:missing_storefront_clarity
/รับซื้อโน๊ตบุ๊ค/ฉะเชิงเทรา/,Province,src/content/locations/ฉะเชิงเทรา.md,PASS_WITH_WARNING,natural_thai_ok,clear,has_sections:ขายโน๊ตบุ๊คในฉะเชิงเทรา — เริ่มจากประเมินออนไลน์/ขอบเขตบริการในพื้นที่นี้,accurate,accurate,present,present(1),gate:missing_storefront_clarity
/รับซื้อโน๊ตบุ๊ค/ชัยนาท/,Province,src/content/locations/ชัยนาท.md,PASS_WITH_WARNING,natural_thai_ok,clear,has_sections:รับซื้อโน๊ตบุ๊คชัยนาท/สาขาหรือแค่พื้นที่บริการ,accurate,accurate,present,present(3),gate:missing_storefront_clarity
/รับซื้อโน๊ตบุ๊ค/ชัยภูมิ/,Province,src/content/locations/ชัยภูมิ.md,PASS,natural_thai_ok,clear,has_sections:รับซื้อโน๊ตบุ๊คชัยภูมิ/สาขาหรือแค่พื้นที่บริการ,accurate,accurate,present,present(8),spot-check ok
/รับซื้อโน๊ตบุ๊ค/ชุมพร/,Province,src/content/locations/ชุมพร.md,PASS,natural_thai_ok,clear,has_sections:บริการรับซื้อโน๊ตบุ๊คสำหรับลูกค้าในชุมพร/สาขาหรือแค่พื้นที่บริการ,accurate,accurate,present,present(2),spot-check ok
/รับซื้อโน๊ตบุ๊ค/ตราด/,Province,src/content/locations/ตราด.md,PASS_WITH_WARNING,natural_thai_ok,clear,has_sections:บริการรับซื้อโน๊ตบุ๊คสำหรับลูกค้าในตราด/ขอบเขตบริการในพื้นที่นี้,accurate,accurate,present,present(5),gate:missing_storefront_clarity
/รับซื้อโน๊ตบุ๊ค/ตาก/,Province,src/content/locations/ตาก.md,PASS,natural_thai_ok,clear,has_sections:บริการรับซื้อโน๊ตบุ๊คสำหรับลูกค้าในตาก/ขอบเขตบริการในพื้นที่นี้,accurate,accurate,present,present(2),spot-check ok
/รับซื้อโน๊ตบุ๊ค/นครนายก/,Province,src/content/locations/นครนายก.md,PASS,natural_thai_ok,clear,has_sections:ขายโน๊ตบุ๊คในนครนายก — เริ่มจากประเมินออนไลน์/ขอบเขตบริการในพื้นที่นี้,accurate,accurate,present,present(2),spot-check ok
/รับซื้อโน๊ตบุ๊ค/นครพนม/,Province,src/content/locations/นครพนม.md,PASS_WITH_WARNING,natural_thai_ok,clear,has_sections:บริการรับซื้อโน๊ตบุ๊คสำหรับลูกค้าในนครพนม/สาขาหรือแค่พื้นที่บริการ,accurate,accurate,present,present(5),gate:missing_storefront_clarity
/รับซื้อโน๊ตบุ๊ค/นครสวรรค์/,Province,src/content/locations/นครสวรรค์.md,PASS,natural_thai_ok,clear,has_sections:นครสวรรค์: ช่องทางรับซื้อโน๊ตบุ๊คผ่านไลน์ @webuy/หน้าร้านอยู่ที่ไหน,accurate,accurate,present,present(5),spot-check ok
/รับซื้อโน๊ตบุ๊ค/นราธิวาส/,Province,src/content/locations/นราธิวาส.md,PASS_WITH_WARNING,natural_thai_ok,clear,has_sections:รับซื้อโน๊ตบุ๊คนราธิวาส/หน้าร้านอยู่ที่ไหน,accurate,accurate,present,present(3),gate:missing_storefront_clarity
/รับซื้อโน๊ตบุ๊ค/น่าน/,Province,src/content/locations/น่าน.md,PASS_WITH_WARNING,natural_thai_ok,clear,has_sections:ขายโน๊ตบุ๊คในน่าน — เริ่มจากประเมินออนไลน์/ขอบเขตบริการในพื้นที่นี้,accurate,accurate,present,present(5),gate:missing_storefront_clarity
/รับซื้อโน๊ตบุ๊ค/บางนา/,Province,src/content/locations/บางนา.md,PASS,natural_thai_ok,clear,has_sections:ขายโน๊ตบุ๊คในบางนา — เริ่มจากประเมินออนไลน์/หน้าร้านอยู่ที่ไหน,accurate,accurate,present,present(3),spot-check ok
/รับซื้อโน๊ตบุ๊ค/บึงกาฬ/,Province,src/content/locations/บึงกาฬ.md,PASS_WITH_WARNING,natural_thai_ok,clear,has_sections:บริการรับซื้อโน๊ตบุ๊คสำหรับลูกค้าในบึงกาฬ/สาขาหรือแค่พื้นที่บริการ,accurate,accurate,present,present(4),gate:missing_storefront_clarity
/รับซื้อโน๊ตบุ๊ค/ประจวบคีรีขันธ์/,Province,src/content/locations/ประจวบคีรีขันธ์.md,PASS,natural_thai_ok,clear,has_sections:ขายโน๊ตบุ๊คในประจวบคีรีขันธ์ — เริ่มจากประเมินออนไลน์/หน้าร้านอยู่ที่ไหน,accurate,accurate,present,present(3),spot-check ok
/รับซื้อโน๊ตบุ๊ค/ปราจีนบุรี/,Province,src/content/locations/ปราจีนบุรี.md,PASS,natural_thai_ok,clear,has_sections:ขายโน๊ตบุ๊คในปราจีนบุรี — เริ่มจากประเมินออนไลน์/ขอบเขตบริการในพื้นที่นี้,accurate,accurate,present,present(1),spot-check ok
/รับซื้อโน๊ตบุ๊ค/ปัตตานี/,Province,src/content/locations/ปัตตานี.md,PASS,natural_thai_ok,clear,has_sections:ขายโน๊ตบุ๊คในปัตตานี — เริ่มจากประเมินออนไลน์/ขอบเขตบริการในพื้นที่นี้,accurate,accurate,present,present(4),spot-check ok
/รับซื้อโน๊ตบุ๊ค/พระราม2/,Province,src/content/locations/พระราม2.md,PASS_WITH_WARNING,natural_thai_ok,clear,has_sections:รับซื้อโน๊ตบุ๊คพระราม2/สาขาหรือแค่พื้นที่บริการ,accurate,accurate,present,present(4),gate:missing_storefront_clarity
/รับซื้อโน๊ตบุ๊ค/พะเยา/,Province,src/content/locations/พะเยา.md,PASS,natural_thai_ok,clear,has_sections:ขายโน๊ตบุ๊คในพะเยา — เริ่มจากประเมินออนไลน์/ขอบเขตบริการในพื้นที่นี้,accurate,accurate,present,present(4),spot-check ok
/รับซื้อโน๊ตบุ๊ค/พัทยา/,Province,src/content/locations/พัทยา.md,PASS,natural_thai_ok,clear,has_sections:บริการรับซื้อโน๊ตบุ๊คสำหรับลูกค้าในพัทยา/ขอบเขตบริการในพื้นที่นี้,accurate,accurate,present,present(2),spot-check ok
/รับซื้อโน๊ตบุ๊ค/พัทลุง/,Province,src/content/locations/พัทลุง.md,PASS,natural_thai_ok,clear,has_sections:บริการรับซื้อโน๊ตบุ๊คสำหรับลูกค้าในพัทลุง/หน้าร้านอยู่ที่ไหน,accurate,accurate,present,present(5),spot-check ok
/รับซื้อโน๊ตบุ๊ค/พิจิตร/,Province,src/content/locations/พิจิตร.md,PASS,natural_thai_ok,clear,has_sections:ขายโน๊ตบุ๊คในพิจิตร — เริ่มจากประเมินออนไลน์/ขอบเขตบริการในพื้นที่นี้,accurate,accurate,present,present(4),spot-check ok
